pais,entidad,relacion,objeto
ecuador,chagra,vestimenta_incluye,bufanda lana borrego y zamarro
ecuador,chupacabras,acción,chupa sangre
ecuador,chupacabras,apariencia,sin pelo columna vertebral pronunciada
ecuador,chupacabras,ataca,animales diferentes especies
ecuador,chupacabras,avistamientos_descartados,perros con sarna
ecuador,chupacabras,avistamientos_en,américa
ecuador,chupacabras,año_origen,1995
ecuador,chupacabras,característica_física,hilera espinas cuello a cola
ecuador,chupacabras,considerado_por_biólogos,leyenda urbana contemporánea
ecuador,chupacabras,descripción_alternativa,raza extraña perro salvaje
ecuador,chupacabras,descripción_común,criatura pesada tamaño oso pequeño
ecuador,chupacabras,es,críptido legendario
ecuador,chupacabras,heridas,tres agujeros forma triángulo invertido
ecuador,chupacabras,origen_mito,puerto rico
ecuador,chupacabras,presente_en,ecuador
ecuador,chupacabras,primer_caso,ocho ovejas muertas
ecuador,chupacabras,primer_informe,marzo 1995 puerto rico
ecuador,chupacabras,término_acuñado_por,silverio pérez comediante puertorriqueño
ecuador,chupacabras,víctimas,vacía completamente sangre
ecuador,chupacabras,víctimas_preferidas,cabras
ecuador,chupacabras,zonas,ganaderas o rurales
ecuador,chuzalongo,apariencia,ser rasgos humanoides
ecuador,chuzalongo,cabellera,puede ser rubia
ecuador,chuzalongo,caracteristica,agresiones sexuales a mujeres
ecuador,chuzalongo,caracteristica,larga cabellera
ecuador,chuzalongo,caracteristica,portador pene enorme
ecuador,chuzalongo,comportamiento,seducir o violar mujeres
ecuador,chuzalongo,comportamiento,suele asesinar mujeres
ecuador,chuzalongo,es,criatura fantastica
ecuador,chuzalongo,habitante_de,penas de los andes
ecuador,chuzalongo,lleva_pene,al hombro
ecuador,chuzalongo,ojos,celestes
ecuador,chuzalongo,origen_version,hijo urcu-yaya y urcu-mama
ecuador,chuzalongo,otra_version_origen,fruto relacion incestuosa
ecuador,chuzalongo,se_alimentaria,sangre de personas
ecuador,chuzalongo,si_se_irrita,puede asesinar con golpe de viento
ecuador,chuzalongo,simbolicamente,hijo de todas las mujeres
ecuador,chuzalongo,similar_a,duende tin-tin
ecuador,chuzalongo,tamano,como nino de 6 anos
ecuador,chuzalongo,tambien_llamado,chiro
ecuador,chuzalongo,tambien_llamado,chuhuajinu
ecuador,chuzalongo,tambien_llamado,indio del monte
ecuador,chuzalongo,tez,blanca
ecuador,chuzalongo,tin-tin_es,version costena
ecuador,chuzalongo,urcu_significa,hijos del cerro
ecuador,chuzalongo,version_colonial,originado tiempo conquistadores
ecuador,chuzalongo,versiones,pies vueltos hacia atras
ecuador,descarnada,abuso_de,sus atributos
ecuador,descarnada,accion,seduce a hombres
ecuador,descarnada,acción,seduce
ecuador,descarnada,al_final,se detiene y habla
ecuador,descarnada,andar,seductor y elegante
ecuador,descarnada,aparicion_de,mujer
ecuador,descarnada,apariencia_final,esqueleto viviente
ecuador,descarnada,apariencia_inicial,mujer esbelta figura cautivadora
ecuador,descarnada,desaparece_en,casa abandonada don javier matute
ecuador,descarnada,efecto,hombres hipnotizados
ecuador,descarnada,efecto_final,hombre paralizado por espanto
ecuador,descarnada,emana,hedor nauseabundo
ecuador,descarnada,en_vida_fue,hermosa mujer
ecuador,descarnada,es,espíritu vengativo de mujer
ecuador,descarnada,es,leyenda en latinoamerica
ecuador,descarnada,horario,entre 12 y 4 madrugada
ecuador,descarnada,horario_aparicion,entre 12 y 4 madrugada
ecuador,descarnada,muestra,apariencia podrida
ecuador,descarnada,muestra,verdadera apariencia podrida
ecuador,descarnada,origen_ecuador,guayaquil siglo xviii
ecuador,descarnada,origen_segun_tradicion,alma en pena
ecuador,descarnada,primera_apariencia,bella y seductora
ecuador,descarnada,recorrido,angostos callejones
ecuador,descarnada,relacionada_con,leyenda llorona
ecuador,descarnada,relacionada_con,leyenda siguanaba
ecuador,descarnada,relacionada_con,llorona
ecuador,descarnada,relacionada_con,siguanaba
ecuador,descarnada,rodeada_de,dulcisimo aroma
ecuador,descarnada,rostro_cubierto,velo
ecuador,descarnada,rostro_primero,deslumbrante belleza griega
ecuador,descarnada,se_aparece_a,hombres
ecuador,descarnada,se_aparece_a,hombres solos
ecuador,descarnada,se_quita,velo
ecuador,descarnada,segunda_apariencia,muerte y descomposición
ecuador,descarnada,tambien_llamada,dama tapada
ecuador,descarnada,también_llamada,dama tapada
ecuador,descarnada,transformacion,horrenda calavera
ecuador,descarnada,trata_sobre,aparicion espiritu vengativo
ecuador,descarnada,version_ecuatoriana_origenes,guayaquil siglo xviii
ecuador,descarnada,víctimas,hombres solos en calles
ecuador,diablo huma,actualidad,danzante tradicional
ecuador,diablo huma,aya_huma_significa,cabeza de espíritu
ecuador,diablo huma,cascada_peguche,lugar sagrado caranquis
ecuador,diablo huma,concepto,persona iniciada
ecuador,diablo huma,concepto,principio vital energético
ecuador,diablo huma,cuernos_máscara,12 representan meses año
ecuador,diablo huma,evidencia_arqueológica,poza junto cascada peguche
ecuador,diablo huma,idioma_caranqui,k-ay
ecuador,diablo huma,lugar_ritual,cascada de peguche
ecuador,diablo huma,máscara,doble cara
ecuador,diablo huma,narra,viaje iniciático
ecuador,diablo huma,origen,mitología caranqui
ecuador,diablo huma,prenda_distintiva,zamarro
ecuador,diablo huma,principio_filosófico,pi agua sacralizada
ecuador,diablo huma,relacionado_con,culto catequil
ecuador,diablo huma,relacionado_con,ritos iniciación
ecuador,diablo huma,resultado_rito,líder de comunidad
ecuador,diablo huma,rito,bañarse tres días cascada
ecuador,diablo huma,rostros_máscara,etapas día diurna nocturna
ecuador,diablo huma,significa,espíritu del agua
ecuador,diablo huma,sincretismo,fiesta san juan apóstol
ecuador,diablo huma,también_llamado,aya huma
ecuador,diablo huma,vestimenta,camisa manga larga bordada
ecuador,ecuador,tiene_mito_y_leyenda,a arucu y a achimbu
ecuador,ecuador,tiene_mito_y_leyenda,bahia de los cara
ecuador,ecuador,tiene_mito_y_leyenda,bambero
ecuador,ecuador,tiene_mito_y_leyenda,chagra
ecuador,ecuador,tiene_mito_y_leyenda,chupacabras
ecuador,ecuador,tiene_mito_y_leyenda,chuzalongo
ecuador,ecuador,tiene_mito_y_leyenda,descarnada
ecuador,ecuador,tiene_mito_y_leyenda,diablo huma
ecuador,ecuador,tiene_mito_y_leyenda,el cóndor casamentero
ecuador,ecuador,tiene_mito_y_leyenda,el huiñaigüilli
ecuador,ecuador,tiene_mito_y_leyenda,el mal viento
ecuador,ecuador,tiene_mito_y_leyenda,el pacto de rosendo paredes
ecuador,ecuador,tiene_mito_y_leyenda,el riviel
ecuador,ecuador,tiene_mito_y_leyenda,jama
ecuador,ecuador,tiene_mito_y_leyenda,jatiquilla
ecuador,ecuador,tiene_mito_y_leyenda,juan osito
ecuador,ecuador,tiene_mito_y_leyenda,kan y ar
ecuador,ecuador,tiene_mito_y_leyenda,la campana de mojanda
ecuador,ecuador,tiene_mito_y_leyenda,la dama tapada
ecuador,ecuador,tiene_mito_y_leyenda,la mama tungurahua y otros cerros
ecuador,ecuador,tiene_mito_y_leyenda,la paila de cuatro orejas
ecuador,ecuador,tiene_mito_y_leyenda,las lagunas verdes
ecuador,ecuador,tiene_mito_y_leyenda,leyenda aborigen del colibrí
ecuador,ecuador,tiene_mito_y_leyenda,los ruidos de la mina
ecuador,ecuador,tiene_mito_y_leyenda,mama shimbu
ecuador,ecuador,tiene_mito_y_leyenda,mincha rucu
ecuador,ecuador,tiene_mito_y_leyenda,molino hidráulico
ecuador,ecuador,tiene_mito_y_leyenda,origen del nombre de la comunidad del salado
ecuador,ecuador,tiene_mito_y_leyenda,pichuishimbu
ecuador,ecuador,tiene_mito_y_leyenda,sacerdote sin cabeza
ecuador,ecuador,tiene_mito_y_leyenda,siguanaba
ecuador,ecuador,tiene_mito_y_leyenda,tesoro de los llanganatis
ecuador,ecuador,tiene_mito_y_leyenda,tin-tin
ecuador,ecuador,tiene_mito_y_leyenda,tunda
ecuador,ecuador,tiene_mito_y_leyenda,umina
ecuador,ecuador,tiene_mito_y_leyenda,warmi tukushka
ecuador,el cóndor casamentero,ancianos_cuentan,muchos matrimonios exitosos facilitados
ecuador,el cóndor casamentero,ave_castiga,mentiroso
ecuador,el cóndor casamentero,castigo,enviándole pesadillas mala suerte amor para siempre
ecuador,el cóndor casamentero,cuando_joven_enamorado,demasiado tímido declararse
ecuador,el cóndor casamentero,cóndor_andino,tiene reputación ser casamentero
ecuador,el cóndor casamentero,cóndor_despierta,sentimientos amorosos corazón joven
ecuador,el cóndor casamentero,cóndor_muestra,imágenes del pretendiente
ecuador,el cóndor casamentero,cóndor_no_ayuda,cuando intenciones egoístas
ecuador,el cóndor casamentero,cóndor_solo_ayuda,cuando amor verdadero sincero
ecuador,el cóndor casamentero,esa_misma_noche,cóndor visita sueños joven amada
ecuador,el cóndor casamentero,joven_busca,oportunidades encontrarse
ecuador,el cóndor casamentero,joven_coloca,ofrenda sitio visible
ecuador,el cóndor casamentero,joven_debe_subir,páramo más alto al amanecer
ecuador,el cóndor casamentero,joven_llama_cóndor,con silbido especial
ecuador,el cóndor casamentero,joven_lleva,ofrenda granos y carne
ecuador,el cóndor casamentero,joven_puede,pedir ayuda al cóndor
ecuador,el cóndor casamentero,joven_siente,atracción inexplicable
ecuador,el cóndor casamentero,mañana_siguiente,joven amanece pensando en joven
ecuador,el cóndor casamentero,pronto,surge romance
ecuador,el cóndor casamentero,región_tribu,comunidad de riobamba
ecuador,el cóndor casamentero,reputación,en comunidades indígenas
ecuador,el cóndor casamentero,si_alguien_intenta,engañar al cóndor
ecuador,el cóndor casamentero,si_cóndor_acepta,desciende toma ofrenda
ecuador,el cóndor casamentero,silbido_especial,aprenden de ancianos
ecuador,el huiñaigüilli,abandonándolo,en campos quebradas para muera
ecuador,el huiñaigüilli,alma_desgraciada,sin bautizo criaturas
ecuador,el huiñaigüilli,anda_penando,por montes páramos
ecuador,el huiñaigüilli,apenas_está,cerca pecho
ecuador,el huiñaigüilli,cada_paso,vuelve más pesado
ecuador,el huiñaigüilli,capaz,llanto más desesperado
ecuador,el huiñaigüilli,cobijado,en manta
ecuador,el huiñaigüilli,con_voz_oscura,dice dientes tengo
ecuador,el huiñaigüilli,cuando_jinete,baja mirada
ecuador,el huiñaigüilli,cuando_madres,quedan embarazadas relación prohibida
ecuador,el huiñaigüilli,cuando_mujer,conmovida instinto maternal
ecuador,el huiñaigüilli,detrás_labios,esconde dentadura como lobo
ecuador,el huiñaigüilli,donde,llora afligido hambriento
ecuador,el huiñaigüilli,día,duerme enroscado achupallas
ecuador,el huiñaigüilli,es,espíritu maligno
ecuador,el huiñaigüilli,falta_padres,cualquier incauto acerque vale
ecuador,el huiñaigüilli,guagua_abre_ojos,mostrando llamas infierno
ecuador,el huiñaigüilli,le_muerde,teta
ecuador,el huiñaigüilli,llevándose,deshonra vergüenza
ecuador,el huiñaigüilli,madres_intentan,deshacerse hijo no deseado
ecuador,el huiñaigüilli,montados,cabalgando oscuridad oído llorar
ecuador,el huiñaigüilli,mujer,recoge criatura
ecuador,el huiñaigüilli,noche,busca niebla huecos
ecuador,el huiñaigüilli,ojos,color candela
ecuador,el huiñaigüilli,parece,guagua tierno trazas abandonado
ecuador,el huiñaigüilli,piadoso,tomado en brazos
ecuador,el huiñaigüilli,prenda_religiosa,crucifijo escapulario estampa rosario biblia
ecuador,el huiñaigüilli,se_convierte,en huiñaigüilli
ecuador,el huiñaigüilli,sin_soltar,araña cara cuello hasta matarla
ecuador,el huiñaigüilli,tiene_mito_y_leyenda,amoratada
ecuador,el huiñaigüilli,tiene_mito_y_leyenda,llevarse padres infierno
ecuador,el huiñaigüilli,uñas_pies_manos,largas filas
ecuador,el huiñaigüilli,único_remedio,llevar prenda religiosa
ecuador,el mal viento,acapana_es,un diablo
ecuador,el mal viento,acapana_es_más_bravo,ataca el alma no solo cuerpo
ecuador,el mal viento,acapana_levanta,polvo por caminos
ecuador,el mal viento,acapana_también_llamado,yanahuaira
ecuador,el mal viento,acapana_viene_bailando,como torbellino
ecuador,el mal viento,habita,quebradas lúgubres casas abandonadas
ecuador,el mal viento,ninahuaira_causa,fiebres fuertes
ecuador,el mal viento,ninahuaira_se_introduce,en personas débiles
ecuador,el mal viento,plantas_medicinales,ruda y chilca
ecuador,el mal viento,síntomas,dolores cabeza cansancio mareos
ecuador,el mal viento,también_llamado,mal aire
ecuador,el mal viento,tiene_mito_y_leyenda,buenos y malos
ecuador,el mal viento,tratamiento,orinar en tronco
ecuador,el mal viento,tratamiento,persignarse con moneda poco valor
ecuador,el mal viento,tratamiento,saludar compadre chigualcán
ecuador,el mal viento,tratamiento_incluye,abrazar respetuosamente chigualcán
ecuador,el mal viento,viento_del_cerro_causa,soroche o mal de montaña
ecuador,el mal viento,viento_es,familia numerosa
ecuador,el mal viento,wañunahuaira_abre,puerta por donde pasa alma
ecuador,el mal viento,wañunahuaira_anuncia,almas en pena
ecuador,el mal viento,wañunahuaira_noche_de,difuntos
ecuador,el mal viento,wañunahuaira_precede,difunto que visita viuda
ecuador,el mal viento,wañunahuaira_significa,viento de la muerte
ecuador,el mal viento,wañunahuaira_silbido,capaz helar sangre
ecuador,el mal viento,yáchak_curan,pasando huevo o cuy
ecuador,el pacto de rosendo paredes,buscó,ayuda sacerdote
ecuador,el pacto de rosendo paredes,cambio_de,alma después siete años
ecuador,el pacto de rosendo paredes,construyendo,hacienda grande
ecuador,el pacto de rosendo paredes,cosechas,abundantes
ecuador,el pacto de rosendo paredes,cuando_faltaba_poco,cumplirse siete años
ecuador,el pacto de rosendo paredes,decidió,hacer pacto con diablo
ecuador,el pacto de rosendo paredes,demonio_apareció,envuelto llamas azufre
ecuador,el pacto de rosendo paredes,demonio_furioso,no pudo llevárselo
ecuador,el pacto de rosendo paredes,desesperado,por situación
ecuador,el pacto de rosendo paredes,diablo_ofreció,riquezas inmensas
ecuador,el pacto de rosendo paredes,encontró,oro en terreno
ecuador,el pacto de rosendo paredes,enloqueció,gradualmente
ecuador,el pacto de rosendo paredes,fortuna,desvaneció misteriosamente
ecuador,el pacto de rosendo paredes,ganado,se multiplicaba
ecuador,el pacto de rosendo paredes,historia_advierte,contra pactos diabólicos ambición desmedida
ecuador,el pacto de rosendo paredes,inmediatamente,comenzó prosperar
ecuador,el pacto de rosendo paredes,llevando,gallo negro ofrenda
ecuador,el pacto de rosendo paredes,medianoche,llamó demonio
ecuador,el pacto de rosendo paredes,medida_pasaban_años,se atormentaba
ecuador,el pacto de rosendo paredes,murió,joven terrible agonía
ecuador,el pacto de rosendo paredes,noche_diablo,vino cobrar alma
ecuador,el pacto de rosendo paredes,noche_viernes,sin luna
ecuador,el pacto de rosendo paredes,pensando,en destino
ecuador,el pacto de rosendo paredes,por,protección religiosa
ecuador,el pacto de rosendo paredes,región_tribu,comunidad de pimampiro
ecuador,el pacto de rosendo paredes,rosendo,aceptó firmando pacto sangre
ecuador,el pacto de rosendo paredes,rosendo_paredes,era hombre pobre
ecuador,el pacto de rosendo paredes,rosendo_quedó,marcado
ecuador,el pacto de rosendo paredes,rosendo_rezaba,protegido agua bendita crucifijos
ecuador,el pacto de rosendo paredes,sacerdote_dio,bendiciones amuletos
ecuador,el pacto de rosendo paredes,sin,prosperar
ecuador,el pacto de rosendo paredes,subió,quebrada solitaria
ecuador,el pacto de rosendo paredes,vivía,en páramo trabajando duramente
ecuador,el pacto de rosendo paredes,volvió,hombre más rico región
ecuador,el riviel,al_final_lucha,solo quedo una cruz con fuego
ecuador,el riviel,amuletos,redes anzuelos y arpones
ecuador,el riviel,caracterizado,tradicion afroecuatoriana
ecuador,el riviel,celebra_males,con risas maliciosas
ecuador,el riviel,desde_entonces,ahoga viajeros desprevenidos
ecuador,el riviel,dios_se_enojo,condeno al marinero
ecuador,el riviel,es,espiritu
ecuador,el riviel,es,leyenda ecuatoriana
ecuador,el riviel,evitar,pescar solos
ecuador,el riviel,evitar,viajar solos en agua de noche
ecuador,el riviel,gritar,echa red arpon hamaca gancho
ecuador,el riviel,hace_caer,victimas al agua
ecuador,el riviel,intencion,ahogarlas
ecuador,el riviel,le_gusta,asustar a sus victimas
ecuador,el riviel,marinero_condenado,vagar en pena
ecuador,el riviel,marinero_se_defendio,tomando cruces del cementerio
ecuador,el riviel,marinero_tomo,alcohol con gente muerta
ecuador,el riviel,muertos,fallecieron por ahogamiento
ecuador,el riviel,muertos,nunca fueron encontrados
ecuador,el riviel,muertos,pelearon contra marinero
ecuador,el riviel,objetivo,hacer que ocupen su lugar
ecuador,el riviel,origen,historia de marinero
ecuador,el riviel,porta,cruz que sirve de remo
ecuador,el riviel,porta,lampara fijada en proa
ecuador,el riviel,prevalece_entre,comunidades afroecuatorianas
ecuador,el riviel,proteccion,llevar implementos de pesca
ecuador,el riviel,provincia,esmeraldas pacifica
ecuador,el riviel,provoca,espanto a desafortunados
ecuador,el riviel,repelente,gritar nombres de artilugios de pesca
ecuador,el riviel,repelente_efectivo,oracion magnifica
ecuador,el riviel,se_acerca,sigilosamente
ecuador,el riviel,se_sumerge,con victimas
ecuador,el riviel,tambien_presente,tradicion afrocolombiana
ecuador,el riviel,viaja,de noche por los rios
ecuador,el riviel,viaja_a_bordo,canoa bongo forma de ataud
ecuador,jama,cultura,jama coaque
ecuador,jama,dios_muerte_equivalente,mictlatecutli
ecuador,jama,dios_murcielago_equivalente,tlaloc
ecuador,jama,dragon_lluvia_equivalente,coatlicue
ecuador,jama,encarnada_por,shaman-sacerdote
ecuador,jama,equivalente_mesoamericano,itzamna
ecuador,jama,es,dios iguana
ecuador,jama,fungia_como,guia terrenal
ecuador,jama,habitaba,tierra e inframundo
ecuador,jama,patron_origen,igual culturas chachi y cayapa
ecuador,jama,primeros_pobladores,llegaron guiados por shaman
ecuador,jama,principal_deidad,cultura jama coaque
ecuador,jama,relacion_con,deidades mesoamericanas
ecuador,jama,relacionado_con,mitos cosmogonicos
ecuador,jama,representaba,vida
ecuador,jatiquilla,antepasados_cayapas,a arucu y a ashimbu
ecuador,jatiquilla,arana_conocido_como,mutete
ecuador,jatiquilla,arana_simbolo,raiz del achiote
ecuador,jatiquilla,cangrejo_conocido_como,nelo
ecuador,jatiquilla,cangrejo_simbolo,corto de piernas
ecuador,jatiquilla,chascarina_cocha,animales se suicidan
ecuador,jatiquilla,complejo_lacustre,collay yuntana cublima
ecuador,jatiquilla,costa_pozas,ocho pozas de chonconcha jipijapa
ecuador,jatiquilla,es,deidad de agua
ecuador,jatiquilla,fecha_ritual_chascarina,3 al 15 septiembre
ecuador,jatiquilla,imbabura_significa,criadero de prenadilla
ecuador,jatiquilla,jaguar_conocido_como,luquela
ecuador,jatiquilla,jaguar_interpretacion,luna acostada
ecuador,jatiquilla,laguna_culebrillas,canar
ecuador,jatiquilla,lagunas_quito_usadas,anaquito y turubamba
ecuador,jatiquilla,latacunga_significa,dios de las lagunas
ecuador,jatiquilla,morada_pini,cuevas de pi-elen chimborazo
ecuador,jatiquilla,piscinas_de_tulipe,tasquis ceremonias acuaticas
ecuador,jatiquilla,poza_chimborazo,elen pata
ecuador,jatiquilla,poza_sur_quito,latacunga
ecuador,jatiquilla,pozas_de_catequil,siete en ecuador
ecuador,jatiquilla,pozas_sierra_centro,territorio puruha
ecuador,jatiquilla,prenadilla_conocido_como,ambi o imba
ecuador,jatiquilla,prenadilla_es,pez pequeno negro
ecuador,jatiquilla,primera_poza,cerro catequilla lulubamba
ecuador,jatiquilla,rito_objetivo,encontrar antepasados
ecuador,jatiquilla,segunda_poza,cayambe
ecuador,jatiquilla,serpiente_conocida_como,pini
ecuador,jatiquilla,serpiente_representa,fuego semilla raza
ecuador,jatiquilla,simbolo_principal,tigre maduro o jaguar
ecuador,jatiquilla,simbolo_secundario,luna
ecuador,jatiquilla,sistema_lacustre_norte,imbabura
ecuador,jatiquilla,tambien_llamado,catequil
ecuador,jatiquilla,tigre_representa,sol en inframundo
ecuador,jatiquilla,venerada_en,seniorios etnicos de ecuador
ecuador,jatiquilla,volcan_imbabura,toma nombre de prenadilla
ecuador,juan osito,con_fuerza_sobrehumana,venció al oso
ecuador,juan osito,con_tiempo,mujer quedó embarazada
ecuador,juan osito,creció_convirtiéndose,en joven fuerza prodigiosa
ecuador,juan osito,cuando_niño_creció,madre añoraba pueblo
ecuador,juan osito,defendía,comunidad de peligros
ecuador,juan osito,en_brutal_pelea,mató al oso
ecuador,juan osito,escaparon,hacia comunidad
ecuador,juan osito,fuerza_legendaria,lo hizo héroe local
ecuador,juan osito,fuerza_surge,de mezcla excepcional
ecuador,juan osito,hijo_cuerpo,de niño pero cubierto pelo
ecuador,juan osito,hijo_tenía,fuerza extraordinaria
ecuador,juan osito,historia_explica,origen personaje mítico
ecuador,juan osito,llegaron_pueblo,fueron recibidos con asombro
ecuador,juan osito,lo_llamaron,juan osito
ecuador,juan osito,mujer_tuvo,hijo mitad humano mitad oso
ecuador,juan osito,mujer_vivía,sola en páramo con ovejas
ecuador,juan osito,oso,los persiguió furiosamente por páramo
ecuador,juan osito,oso,raptó a mujer
ecuador,juan osito,oso_llevó,mujer a cueva
ecuador,juan osito,oso_obligó,mujer ser compañera
ecuador,juan osito,para_defender_madre,se enfrentó propio padre
ecuador,juan osito,realizó,hazañas extraordinarias
ecuador,juan osito,región_tribu,zona de cayambe
ecuador,juan osito,representa,unión mundo humano y animal
ecuador,juan osito,salvó,a su madre
ecuador,juan osito,un_día,oso grande salió bosque
ecuador,juan osito,un_día_oso_dormía,madre escapó con hijo
ecuador,kan y ar,canar_es,nombre de la cultura
ecuador,kan y ar,cultura,canari
ecuador,kan y ar,de_huevos_nacieron,ancestros canaris
ecuador,kan y ar,despues_enfrentarian,diluvio universal
ecuador,kan y ar,equivalente_azteca,quetzacoatl
ecuador,kan y ar,equivalente_maya,kukulcan
ecuador,kan y ar,guacamaya,los salvaria
ecuador,kan y ar,guacamaya_en_idioma_canari,ar
ecuador,kan y ar,matutatas_nacieron,huevos puestos por serpiente
ecuador,kan y ar,matutatas_son,dos personas
ecuador,kan y ar,paralelismo_mesoamericano,serpiente emplumada
ecuador,kan y ar,resultado_en_castellano,canar
ecuador,kan y ar,se_emparentarian,guacamaya
ecuador,kan y ar,serpiente_dejo,dos huevos
ecuador,kan y ar,serpiente_en_lengua_canari,kan
ecuador,kan y ar,serpiente_vive,lago de las culebrillas
ecuador,kan y ar,union_palabras,kan y ar
ecuador,la campana de mojanda,al_cruzar,cuenca laguna mojanda
ecuador,la campana de mojanda,caballo_turno,resbaló
ecuador,la campana de mojanda,cada_cuesta,tenían descansar
ecuador,la campana de mojanda,cada_vez_llueve,a medianoche
ecuador,la campana de mojanda,campana,desapareció sin dejar huella
ecuador,la campana de mojanda,campana,llamando misa desde profundidades
ecuador,la campana de mojanda,campana,nunca cumplió propósito llamar fieles
ecuador,la campana de mojanda,campana_destinada,a otavalo
ecuador,la campana de mojanda,campana_nunca,llegó a destino
ecuador,la campana de mojanda,campana_salió,rodando hasta aguas heladas
ecuador,la campana de mojanda,campana_tan_grande,pesada
ecuador,la campana de mojanda,dos_caballos,cargaban turnándose inmensa campana bronce
ecuador,la campana de mojanda,largo_camino,polvoriento
ecuador,la campana de mojanda,lluvia,detenía paso caballos
ecuador,la campana de mojanda,otavalo,recién construida iglesia
ecuador,la campana de mojanda,región_tribu,otavalo
ecuador,la campana de mojanda,se_escucha,resonar talán tilón
ecuador,la campana de mojanda,sonido,atraviesa niebla agua helada
ecuador,la campana de mojanda,sonido,recordando día campana perdió
ecuador,la campana de mojanda,tiempos,de aguaceros
ecuador,la campana de mojanda,viajeros,pasan cerca laguna noches lluviosas
ecuador,la campana de mojanda,viajeros,reportan escuchar tañido fantasmal
ecuador,la dama tapada,acompañada_de,alarido
ecuador,la dama tapada,aparicion,noches de luna nueva
ecuador,la dama tapada,apariencia,blanca piel de porcelana
ecuador,la dama tapada,apariencia,ojos fogosos hechiceros
ecuador,la dama tapada,apariencia,sombrilla en hombro
ecuador,la dama tapada,apariencia,vestido negro ceñido de seda
ecuador,la dama tapada,boris,nadie lo volvio a ver
ecuador,la dama tapada,boris_le_ofrecio,su brazo
ecuador,la dama tapada,boris_le_pregunto,que hace tan bella tan sola
ecuador,la dama tapada,caminaron_por,barrio sauces
ecuador,la dama tapada,ciudad,guayaquil
ecuador,la dama tapada,creencia,popular ecuatoriana
ecuador,la dama tapada,dejo_vivo_a_eduardo,para que tres vuelva a ella
ecuador,la dama tapada,descripcion,mujer de gran belleza
ecuador,la dama tapada,eduardo,parte de su alma fue absorbida
ecuador,la dama tapada,eduardo_amaba,muchacha llamada karen
ecuador,la dama tapada,eduardo_llego,al bar
ecuador,la dama tapada,eduardo_pregunto,donde esta boris
ecuador,la dama tapada,ella_respondio,lo dejo en casa y no volvio a verlo
ecuador,la dama tapada,ella_respondio,perdi a quien mas queria
ecuador,la dama tapada,era,mujer joven
ecuador,la dama tapada,es,protagonista leyenda
ecuador,la dama tapada,exclama,donde esta mi marido
ecuador,la dama tapada,fue,rechazada por su mozo
ecuador,la dama tapada,historia_dama,se enamoro de hombre
ecuador,la dama tapada,historia_ocurrio,cerca del año 2015
ecuador,la dama tapada,hombre_estudiaba,su universidad
ecuador,la dama tapada,hombre_nunca_hizo_publica,relacion
ecuador,la dama tapada,hombre_tenia,relacion previa con otra mujer
ecuador,la dama tapada,invito_a_eduardo,ven conmigo
ecuador,la dama tapada,lugar_encuentro_boris,bar en barrio sauces
ecuador,la dama tapada,lugar_especifico,ciudadela sauces
ecuador,la dama tapada,nombre_hombre,rima con tres
ecuador,la dama tapada,objetivo_epiteto,ahuyentar a la dama tapada
ecuador,la dama tapada,pregunto_a_eduardo,has sentido amor profundo
ecuador,la dama tapada,recomendacion,responder en voz alta
ecuador,la dama tapada,respuesta,no es tu marido respeta
ecuador,la dama tapada,respuesta_debe_incluir,epitetos coloquiales costa ecuatoriana
ecuador,la dama tapada,respuesta_recomendada,no es tu marido respeta
ecuador,la dama tapada,revelo,se levanto el velo
ecuador,la dama tapada,seguido_de,epiteto tradicional costa ecuatoriana
ecuador,la dama tapada,verdadera_apariencia,figura esqueletica
ecuador,la dama tapada,victima_boris,caminaba por comercios nocturnos
ecuador,la dama tapada,victima_eduardo,busca a boris
ecuador,la mama tungurahua,carácter,eruptivo hasta hoy
ecuador,la mama tungurahua,cerros_conocidos_como,apus
ecuador,la mama tungurahua,cerros_considerados,seres vivos
ecuador,la mama tungurahua,cerros_cuando_nublados,están malhumorados
ecuador,la mama tungurahua,cerros_cuando_truenos,están iracundos
ecuador,la mama tungurahua,cerros_pueden_ser,hombres o mujeres buenos o malos
ecuador,la mama tungurahua,cerros_se_agradece,por buenas cosechas
ecuador,la mama tungurahua,cerros_se_culpa,por desastres naturales
ecuador,la mama tungurahua,cerros_tienen,personalidades humanas
ecuador,la mama tungurahua,chimborazo_descargó_furia_contra,altar y carihuairazo
ecuador,la mama tungurahua,chimborazo_es,el más grande
ecuador,la mama tungurahua,chimborazo_esposa,tungurahua
ecuador,la mama tungurahua,chimborazo_venció,dejando cumbres derrumbadas
ecuador,la mama tungurahua,ella_lanza,humos y fuegos
ecuador,la mama tungurahua,ella_recuerda,frustrado romance
ecuador,la mama tungurahua,imbabura_cuando_joven,cortejaba mujeres
ecuador,la mama tungurahua,imbabura_responsable,embarazos difíciles explicar
ecuador,la mama tungurahua,imbabura_se_casó_con,maría de las nieves cotacachi
ecuador,la mama tungurahua,imbabura_tuvo_hijo,yanaurco piñán
ecuador,la mama tungurahua,tipo_de_ser,cerro andino
ecuador,la mama tungurahua,tungurahua_tuvo_romance_con,altar
ecuador,la mama tungurahua,yanaurco_piñán,aún no ha crecido juega entre lagunas
ecuador,la mama tungurahua,yáchak_consideran_imbabura,poder superior
ecuador,la paila de cuatro orejas,al_intentar_sacarla,toro negro furioso apareció
